,site_year_code,transect,point,height,species,native_status,life_history,plant_code,stature
1988,sudu-2010,54.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1989,sudu-2010,54.0,13.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1990,sudu-2010,54.0,37.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1991,sudu-2010,60.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1992,sudu-2010,60.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1993,sudu-2010,60.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1994,sudu-2010,60.0,13.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1995,sudu-2011,7.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1996,sudu-2011,7.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1997,sudu-2011,14.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1998,sudu-2011,14.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
1999,sudu-2011,14.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2000,sudu-2011,14.0,36.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2001,sudu-2011,14.0,43.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2002,sudu-2011,14.0,57.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2003,sudu-2011,21.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2004,sudu-2011,21.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2005,sudu-2011,28.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2006,sudu-2011,35.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2007,sudu-2011,35.0,1.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2008,sudu-2011,42.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2009,sudu-2011,42.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2010,sudu-2011,42.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2011,sudu-2011,42.0,36.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2012,sudu-2011,49.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2013,sudu-2011,49.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2014,sudu-2011,49.0,36.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2015,sudu-2011,56.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2016,sudu-2011,56.0,1.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2017,sudu-2011,56.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2018,sudu-2011,56.0,8.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2019,sudu-2011,56.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2020,sudu-2011,56.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2021,sudu-2011,56.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2022,sudu-2011,56.0,22.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2023,sudu-2011,63.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2024,sudu-2011,63.0,8.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2025,sudu-2011,63.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2026,sudu-2011,63.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2027,sudu-2011,63.0,29.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2028,sudu-2011,63.0,50.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2029,sudu-2011,63.0,50.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2030,sudu-2011,70.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2031,sudu-2011,70.0,8.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2032,sudu-2012,7.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2033,sudu-2012,7.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2034,sudu-2012,7.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2035,sudu-2012,7.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2036,sudu-2012,7.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2037,sudu-2012,7.0,14.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2038,sudu-2012,14.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2039,sudu-2012,14.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2040,sudu-2012,14.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2041,sudu-2012,14.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2042,sudu-2012,14.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2043,sudu-2012,14.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2044,sudu-2012,21.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2045,sudu-2012,21.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2046,sudu-2012,21.0,42.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2047,sudu-2012,21.0,42.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2048,sudu-2012,28.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2049,sudu-2012,28.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2050,sudu-2012,28.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2051,sudu-2012,28.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2052,sudu-2012,28.0,14.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2053,sudu-2012,35.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2054,sudu-2012,35.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2055,sudu-2012,35.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2056,sudu-2012,42.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2057,sudu-2012,42.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2058,sudu-2012,42.0,35.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2059,sudu-2012,42.0,42.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2060,sudu-2012,42.0,42.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2061,sudu-2012,42.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2062,sudu-2012,49.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2063,sudu-2012,49.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2064,sudu-2012,49.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2065,sudu-2012,49.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2066,sudu-2012,49.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2067,sudu-2012,49.0,28.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2068,sudu-2012,49.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2069,sudu-2012,49.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2070,sudu-2012,56.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2071,sudu-2012,56.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2072,sudu-2012,56.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2073,sudu-2012,56.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2074,sudu-2012,56.0,42.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2075,sudu-2012,56.0,42.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2076,sudu-2012,63.0,35.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2077,sudu-2012,63.0,35.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2078,sudu-2012,63.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2079,sudu-2012,63.0,14.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2080,sudu-2012,63.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2081,sudu-2012,70.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2082,sudu-2012,70.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2083,sudu-2012,70.0,35.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2084,sudu-2012,70.0,35.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2085,sudu-2012,70.0,28.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2086,sudu-2012,70.0,28.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2087,sudu-2012,70.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2088,sudu-2012,70.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2089,sudu-2012,70.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2090,sudu-2012,70.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2091,sudu-2012,70.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2092,sudu-2012,77.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2093,sudu-2012,77.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2094,sudu-2012,77.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
2095,nms-2012,20.0,20.0,Low,erodium sp.,,,,
2096,nms-2012,28.0,8.0,Low,erodium sp.,,,,
2097,nms-2012,64.0,24.0,Low,erodium sp.,,,,
2098,nuwo-2012,1.0,65.0,Low,erodium sp.,,,,
2099,nuwo-2012,1.0,135.0,Low,erodium sp.,,,,
2100,nuwo-2012,1.0,140.0,Low,erodium sp.,,,,
2101,nuwo-2012,1.0,175.0,Low,erodium sp.,,,,
2102,nuwo-2012,1.0,180.0,Low,erodium sp.,,,,
2103,nuwo-2012,1.0,185.0,Low,erodium sp.,,,,
2104,nms-2010,76.0,24.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2105,eapo-2011,44.0,20.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2106,sudu-2008,2.0,23.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2107,sudu-2008,5.0,7.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2108,sudu-2008,6.0,6.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2109,sudu-2009,1.0,6.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2110,sudu-2009,1.0,7.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2111,sudu-2009,5.0,3.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2112,sudu-2009,5.0,5.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2113,sudu-2009,5.0,7.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2114,sudu-2009,6.0,15.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2115,sudu-2009,6.0,21.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2116,sudu-2009,8.0,10.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2117,sudu-2009,18.0,12.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2118,sudu-2010,6.0,19.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2119,sudu-2010,12.0,25.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2120,sudu-2010,18.0,19.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2121,sudu-2011,42.0,22.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2122,sudu-2012,35.0,21.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2123,sudu-2012,49.0,14.0,Low,eschscholzia californica,Native,Annual,ESCA,Forb
2124,nms-2010,8.0,4.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2125,nms-2010,8.0,8.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2126,nms-2010,12.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2127,nms-2010,16.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2128,nms-2010,20.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2129,nms-2010,20.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2130,nms-2010,36.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2131,nms-2010,64.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2132,nms-2010,76.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2133,nms-2011,0.0,3.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2134,nms-2011,0.0,15.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2135,nms-2011,0.0,19.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2136,nms-2011,24.0,19.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2137,nms-2011,-4.0,11.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2138,nms-2011,-8.0,3.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2139,nms-2011,28.0,15.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2140,nms-2011,44.0,27.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2141,nms-2012,4.0,4.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2142,nms-2012,4.0,12.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2143,nms-2012,8.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2144,nms-2012,8.0,12.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2145,nms-2012,8.0,8.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2146,nms-2012,8.0,4.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2147,nms-2012,8.0,8.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2148,nms-2012,8.0,12.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2149,nms-2012,8.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2150,nms-2012,8.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2151,nms-2012,16.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2152,nms-2012,16.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2153,nms-2012,16.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2154,nms-2012,16.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2155,nms-2012,20.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2156,nms-2012,20.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2157,nms-2012,24.0,4.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2158,nms-2012,24.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2159,nms-2012,28.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2160,nms-2012,28.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2161,nms-2012,32.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2162,nms-2012,32.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2163,nms-2012,32.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2164,nms-2012,36.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2165,nms-2012,44.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2166,nms-2012,56.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2167,nms-2012,56.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2168,nms-2012,64.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2169,nms-2012,64.0,12.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2170,nms-2012,68.0,8.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2171,nuwo-2011,4.3,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2172,nuwo-2012,5.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2173,nuwo-2012,13.0,140.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2174,nuwo-2012,13.0,170.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2175,nuwo-2012,9.0,175.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2176,nuwo-2010,1.0,37.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2177,nuwo-2010,1.0,57.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2178,nuwo-2010,11.0,167.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2179,eapo-2011,4.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2180,eapo-2011,4.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2181,eapo-2011,12.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2182,eapo-2011,16.0,12.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2183,eapo-2011,16.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2184,eapo-2011,36.0,28.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2185,sudu-2008,1.0,2.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2186,sudu-2008,1.0,4.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2187,sudu-2008,4.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2188,sudu-2008,4.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2189,sudu-2008,4.0,25.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2190,sudu-2008,6.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2191,sudu-2008,9.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2192,sudu-2008,10.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2193,sudu-2008,11.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2194,sudu-2008,11.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2195,sudu-2008,15.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2196,sudu-2008,19.0,3.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2197,sudu-2008,19.0,5.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2198,sudu-2008,20.0,6.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2199,sudu-2008,20.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2200,sudu-2009,1.0,13.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2201,sudu-2009,1.0,14.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2202,sudu-2009,3.0,8.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2203,sudu-2009,3.0,9.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2204,sudu-2009,6.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2205,sudu-2009,6.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2206,sudu-2009,6.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2207,sudu-2009,7.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2208,sudu-2009,7.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2209,sudu-2009,7.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2210,sudu-2009,8.0,15.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2211,sudu-2009,8.0,18.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2212,sudu-2009,8.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2213,sudu-2009,9.0,17.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2214,sudu-2009,10.0,25.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2215,sudu-2009,17.0,27.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2216,sudu-2009,18.0,25.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2217,sudu-2009,19.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2218,sudu-2009,19.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2219,sudu-2009,19.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2220,sudu-2009,20.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2221,sudu-2009,20.0,37.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2222,sudu-2010,6.0,25.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2223,sudu-2010,6.0,37.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2224,sudu-2010,24.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2225,sudu-2010,24.0,7.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2226,sudu-2010,30.0,55.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2227,sudu-2010,36.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2228,sudu-2010,36.0,55.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2229,sudu-2010,48.0,49.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2230,sudu-2010,48.0,55.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2231,sudu-2010,48.0,55.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2232,sudu-2010,54.0,49.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2233,sudu-2010,60.0,19.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2234,sudu-2011,28.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2235,sudu-2011,35.0,50.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2236,sudu-2011,42.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2237,sudu-2011,42.0,50.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2238,sudu-2011,70.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2239,sudu-2011,70.0,15.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2240,sudu-2012,7.0,28.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2241,sudu-2012,7.0,35.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2242,sudu-2012,21.0,0.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2243,sudu-2013,28.0,49.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2244,sudu-2012,28.0,56.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2245,sudu-2012,42.0,7.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2246,sudu-2012,63.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2247,sudu-2012,63.0,7.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2248,sudu-2012,70.0,14.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
2249,nms-2012,64.0,20.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2250,nms-2010,80.0,16.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2251,nms-2011,36.0,11.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2252,nms-2011,56.0,23.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2253,nms-2012,8.0,24.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2254,nms-2012,44.0,20.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2255,nms-2012,56.0,24.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2256,nms-2012,60.0,24.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2257,nms-2012,60.0,20.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2258,nms-2012,60.0,20.0,Medium,fumaria parviflora,Exotic,Annual,FUPA,Forb
2259,nuwo-2011,4.3,8.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2260,nuwo-2011,4.3,104.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2261,nuwo-2011,9.3,100.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2262,nuwo-2011,9.3,128.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2263,nuwo-2011,14.3,32.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2264,nuwo-2011,14.3,100.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2265,nuwo-2012,1.0,65.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2266,nuwo-2012,5.0,190.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2267,nuwo-2012,13.0,130.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2268,nuwo-2012,13.0,135.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2269,nuwo-2010,6.0,102.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2270,nuwo-2010,11.0,7.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2271,nuwo-2010,16.0,7.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2272,sudu-2012,56.0,35.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
2273,nms-2011,-8.0,-1.0,Low,galium aparine,Exotic,Annual,GAAP,Forb
2274,nuwo-2011,9.3,108.0,Low,galium aparine,Exotic,Annual,GAAP,Forb
2275,nuwo-2011,9.3,128.0,Low,galium aparine,Exotic,Annual,GAAP,Forb
